ch1_path,ch2_path,ch1_baseline_v,ch1_baseline_std_v,ch1_peak_time_ns,ch1_amplitude_v,ch1_t0_ns,ch1_charge_v_s,ch1_saturated,ch2_baseline_v,ch2_baseline_std_v,ch2_peak_time_ns,ch2_amplitude_v,ch2_t0_ns,ch2_charge_v_s,ch2_saturated,delta_t_ns
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06148.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06148.trc,-0.0020433902740478516,0.008966517448425292,-98.39408478078897,0.33574644327163694,-101.03764124382545,3.587245232760062e-09,False,-0.0036769747734069825,0.0009962797164916992,-19.162416389865996,0.13150901198387147,-22.893907921679915,1.4095032799738938e-09,False,78.14373332214554
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06151.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06151.trc,-0.0030396699905395506,0.006608572011689238,-99.06403897855574,0.9922951340675354,-102.0972514155249,1.1688647769795303e-08,False,-0.004009068012237549,0.0014851661137864386,-23.033650118579153,0.03486981987953186,-25.601343075692398,2.689372673616417e-10,False,76.4959083398325
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06192.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06192.trc,-0.007024788856506347,0.003985118865966797,-84.2266925765001,2.3532140016555787,-88.13916544591613,3.135271890914746e-08,False,-0.0028467416763305665,0.0014944195747375489,-22.40198163509808,0.047655409574508666,-24.89297727011573,5.282730296074471e-10,False,63.246188175800405
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06218.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06218.trc,-0.008021068572998048,0.006973958015441894,-101.95144428241959,0.33973156213760375,-105.82299177500889,3.5328267406467118e-09,False,-0.003510928153991699,0.0016687478724311934,-23.320015803549055,0.03370749354362488,-26.151147388729765,2.5312324286378563e-10,False,79.67184438627912
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06233.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06233.trc,-0.0030396699905395506,0.006608572011689238,-89.30754898646099,0.6336342573165894,-92.76226314694061,6.986318084824247e-09,False,-0.001850461959838867,0.0014944195747375489,-22.480838777955235,0.045330756902694704,-25.046864401979445,3.7322296967482406e-10,False,67.71539874496116
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06241.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06241.trc,-0.006028509140014649,0.004565527214172356,-101.59993574030678,0.9793434977531433,-104.93960387940484,1.0011437141507394e-08,False,-0.0030127882957458494,0.0008134589821631167,-20.36746764254232,0.11556852161884308,-23.288635513786602,1.2452838025536698e-09,False,81.65096836561824
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06256.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06256.trc,-0.007024788856506347,0.003985118865966797,-71.62565442339871,0.34072784185409544,-75.44718126495455,4.177279051055876e-09,False,-0.0036769747734069825,0.0009962797164916992,-23.006221547150535,0.043504244089126586,-24.91698526718415,4.719607805648927e-10,False,50.530195997770406
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06265.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06265.trc,-0.008021068572998048,0.005365130467313039,-76.18520803484844,0.6784668445587159,-79.26844038309119,7.412896673764195e-09,False,-0.003510928153991699,0.0010632171333217876,-19.962736272602598,0.1765076756477356,-22.85389191952735,1.5785398633602413e-09,False,56.41454846356384
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06266.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06266.trc,-0.00403594970703125,0.006683247512038973,-73.81396267235304,0.7621544003486633,-77.46542153882734,9.044858057485188e-09,False,-0.002348601818084717,0.0010501710302468624,-20.39261049968528,0.14944204688072205,-23.02699690504969,1.659968584926155e-09,False,54.43842463377766
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06275.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06275.trc,-0.0030396699905395506,0.006608572011689238,-72.99135707533065,1.2015140533447266,-76.3647053810654,1.3872370581152866e-08,False,-0.0030127882957458494,0.001693349905129287,-19.57000490266289,0.16870346963405608,-22.723265420198505,1.7012642682122606e-09,False,53.641439960866904
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06294.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06294.trc,-0.0020433902740478516,0.004565527214172356,-98.93253043644309,2.358195400238037,-102.92230684680788,3.803245887547105e-08,False,-0.002680695056915283,0.0012425791201680716,-21.101421840309136,0.0826912760734558,-23.892537431353016,8.187384228000593e-10,False,79.02976941545487
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06303.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06303.trc,-0.007024788856506347,0.003985118865966797,-81.24149301623788,0.42043027877807615,-84.15265658969224,4.321797504178459e-09,False,-0.003344881534576416,0.0013283729553222655,-19.616862045520012,0.1766737222671509,-22.866160769430596,1.5980748134026686e-09,False,61.28649582026165
