file,energy_V_ns
C1_00000.trc,6.301000339218668
C1_00001.trc,5.760601423343077
C1_00002.trc,5.274620570255802
C1_00003.trc,13.335558263364549
C1_00004.trc,5.326248804989325
C1_00005.trc,19.6447333425239
C1_00006.trc,8.32126815973428
C1_00007.trc,5.626249015106234
C1_00008.trc,6.921134145669365
C1_00009.trc,25.42666535835224
C1_00010.trc,8.368510724688797
C1_00011.trc,22.517958253984126
C1_00012.trc,4.865584219181151
C1_00013.trc,17.994034136563844
C1_00014.trc,18.44552954637975
C1_00015.trc,5.6360164841646005
C1_00016.trc,9.682730980724367
C1_00017.trc,38.718969736831426
C1_00018.trc,4.784454193953286
C1_00019.trc,9.377747249013076
C1_00020.trc,4.938739901471708
C1_00021.trc,15.056623311634695
C1_00022.trc,10.456153840462536
C1_00023.trc,36.08534583089313
C1_00024.trc,7.436216901597109
C1_00025.trc,7.79701502331902
C1_00026.trc,16.816558018020352
C1_00027.trc,5.810435029317908
C1_00028.trc,7.880735934533165
C1_00029.trc,11.594360401310924
C1_00030.trc,9.395288711708167
C1_00031.trc,38.826013237166194
C1_00032.trc,5.26046793229764
C1_00033.trc,5.346381439887381
C1_00034.trc,25.35729667115233
C1_00035.trc,7.4940246596981215
C1_00036.trc,5.901332356644407
C1_00037.trc,7.389373055578316
C1_00038.trc,11.536553036757862
C1_00039.trc,14.779147656482198
C1_00040.trc,4.946115844011665
C1_00041.trc,37.731260970132254
C1_00042.trc,6.058408822421878
C1_00043.trc,6.878077569032223
C1_00044.trc,17.72552902540319
C1_00045.trc,9.656817362509106
C1_00046.trc,4.314620360598676
C1_00047.trc,17.52300355011729
C1_00048.trc,44.129140315140404
C1_00049.trc,24.704670896851898
C1_00050.trc,3.945450464978843
C1_00051.trc,71.08929725426916
C1_00052.trc,4.984387948454213
C1_00053.trc,15.222270719966804
C1_00054.trc,36.510330152300675
C1_00055.trc,74.1827879384476
C1_00056.trc,11.965324222073404
C1_00057.trc,21.88905402625397
C1_00058.trc,6.253160172888396
C1_00059.trc,4.429038467795502
C1_00060.trc,13.044926767593196
C1_00061.trc,14.975094567471102
C1_00062.trc,8.906318921537844
C1_00063.trc,12.326520442594864
C1_00064.trc,19.503005766917322
C1_00065.trc,14.336821863909295
C1_00066.trc,5.315883341007245
C1_00067.trc,5.781531782329269
C1_00068.trc,10.839276954944184
C1_00069.trc,28.41331268875967
C1_00070.trc,22.227326853618337
C1_00071.trc,11.031237332489143
C1_00072.trc,6.877479109006384
C1_00073.trc,5.07648126562813
C1_00074.trc,23.705999374862987
C1_00075.trc,10.198213004169817
C1_00076.trc,16.999349470012646
C1_00077.trc,19.494035366033838
C1_00078.trc,16.073434493979224
C1_00079.trc,9.844990804591891
C1_00080.trc,12.597817146813254
C1_00081.trc,3.9944870027787984
C1_00082.trc,9.587249268138555
C1_00083.trc,14.010309563625592
C1_00084.trc,6.304987003845266
C1_00085.trc,24.048059745899998
C1_00086.trc,6.302993910045878
C1_00087.trc,9.884657566659373
C1_00088.trc,9.031900336061847
C1_00089.trc,27.777032768929164
C1_00090.trc,6.604588900500106
C1_00091.trc,36.638901255226536
C1_00092.trc,39.63352189103578
C1_00093.trc,18.726592908709204
C1_00094.trc,8.826584066739827
C1_00095.trc,7.2251203287225305
C1_00096.trc,32.3043459496003
C1_00097.trc,7.40392477024306
C1_00098.trc,23.782344641679565
C1_00099.trc,30.95185319557422
C1_00100.trc,5.126713936383848
C1_00101.trc,6.986915077989531
C1_00102.trc,40.1779084375193
C1_00103.trc,41.87345710772365
C1_00104.trc,31.78328212342004
C1_00105.trc,11.454427096692163
C1_00106.trc,6.296814804077732
C1_00107.trc,5.342793673081934
C1_00108.trc,5.531564561506438
C1_00109.trc,50.953997146909614
C1_00110.trc,4.273956049873066
C1_00111.trc,4.23727779556358
C1_00112.trc,25.301482364621563
C1_00113.trc,4.840667124014195
C1_00114.trc,14.248316766717245
C1_00115.trc,40.78109759555475
C1_00116.trc,7.462529835032864
C1_00117.trc,4.877942967773749
C1_00118.trc,23.211647379939663
C1_00119.trc,18.547988327535744
C1_00120.trc,5.942594769624984
C1_00121.trc,38.74388649807889
C1_00122.trc,17.322472265794783
C1_00123.trc,4.03196208674925
C1_00124.trc,15.586058565867667
C1_00125.trc,9.87887764472908
C1_00126.trc,32.01132253376257
C1_00127.trc,5.995817116856869
C1_00128.trc,15.077353726793936
C1_00129.trc,5.175152348077443
C1_00130.trc,18.984135216877323
C1_00131.trc,40.66827376781603
C1_00132.trc,18.16386861845162
C1_00133.trc,5.475950151099834
C1_00134.trc,4.363058474149872
C1_00135.trc,5.545916356195633
C1_00136.trc,12.99010917492187
C1_00137.trc,10.571967845556648
C1_00138.trc,5.420734221115044
C1_00139.trc,5.038009408169771
C1_00140.trc,10.103329656204288
C1_00141.trc,6.016149325885307
C1_00142.trc,8.281998745147524
C1_00143.trc,15.52526123862175
C1_00144.trc,23.60972018862865
C1_00145.trc,10.726453162982546
C1_00146.trc,3.787377213787768
C1_00147.trc,15.908783608695423
C1_00148.trc,4.955883324995724
C1_00149.trc,28.304674109945182
C1_00150.trc,6.367379099502802
C1_00151.trc,5.475152605897138
C1_00152.trc,4.732826567430234
C1_00153.trc,40.009269873924765
C1_00154.trc,40.65172953178528
C1_00155.trc,59.53181107983804
C1_00156.trc,18.02433362729494
C1_00157.trc,8.827182335954532
C1_00158.trc,22.99636385276637
C1_00159.trc,16.769515194155957
C1_00160.trc,10.978413251016544
C1_00161.trc,7.066449488081393
C1_00162.trc,4.331564031106873
C1_00163.trc,11.881802252927777
C1_00164.trc,7.2707685784418565
C1_00165.trc,31.67603978834802
C1_00166.trc,4.222925619252126
C1_00167.trc,10.026386060544525
C1_00168.trc,33.97756980593034
C1_00169.trc,12.422999632284624
C1_00170.trc,20.565664212603874
C1_00171.trc,9.164458222871257
C1_00172.trc,32.233980632020824
C1_00173.trc,11.344194059534143
C1_00174.trc,12.163065213239003
C1_00175.trc,20.980681478896976
C1_00176.trc,5.102195715186659
C1_00177.trc,4.393756409525685
C1_00178.trc,6.276681835260199
C1_00179.trc,5.6398038847289005
C1_00180.trc,7.48744693019982
C1_00181.trc,25.545071048454222
C1_00182.trc,43.697578943999204
C1_00183.trc,4.78365709000132
C1_00184.trc,25.000486191964047
C1_00185.trc,22.606463995163736
C1_00186.trc,24.035501947907633
C1_00187.trc,5.355551212164422
C1_00188.trc,8.355155560379162
C1_00189.trc,4.7272452536489755
C1_00190.trc,4.50359036997712
C1_00191.trc,77.67594709415384
C1_00192.trc,13.640143144957463
C1_00193.trc,19.9475239412033
C1_00194.trc,5.227577865648361
C1_00195.trc,4.283722922646651
C1_00196.trc,10.87117008114582
C1_00197.trc,6.908775075082993
C1_00198.trc,5.678873784813755
C1_00199.trc,36.09072872733649
C1_00200.trc,7.211167384151704
C1_00201.trc,4.848839419187294
C1_00202.trc,6.041863990106353
C1_00203.trc,5.029438036290088
C1_00204.trc,5.725916799489276
C1_00205.trc,19.540679685625037
C1_00206.trc,3.9279089665066724
C1_00207.trc,6.485784348354052
C1_00208.trc,31.978431942382688
C1_00209.trc,20.56406981388882
C1_00210.trc,5.551299073753542
C1_00211.trc,20.45044844094739
C1_00212.trc,9.290039613543867
C1_00213.trc,7.819739116636733
C1_00214.trc,29.621685350828013
C1_00215.trc,5.329637570097775
C1_00216.trc,9.451102660468061
C1_00217.trc,37.494250946002154
C1_00218.trc,20.92606323376781
C1_00219.trc,11.192101270385093
C1_00220.trc,36.675180587863494
C1_00221.trc,7.310635677884238
C1_00222.trc,35.02288655386331
C1_00223.trc,7.345918392067311
C1_00224.trc,29.86029065617464
C1_00225.trc,7.684789190504003
C1_00226.trc,5.426115459886707
C1_00227.trc,18.28745654562828
C1_00228.trc,26.944208372511092
C1_00229.trc,33.51451294228493
C1_00230.trc,3.945848873846482
C1_00231.trc,5.042992715101624
C1_00232.trc,5.965119992428362
C1_00233.trc,8.309307498015546
C1_00234.trc,66.07181704138225
C1_00235.trc,13.101937063971375
C1_00236.trc,23.179952849961378
C1_00237.trc,11.368912081449931
C1_00238.trc,9.997681481333396
C1_00239.trc,35.16979697475505
C1_00240.trc,17.20067779865865
C1_00241.trc,39.94827280558873
C1_00242.trc,12.854162105604663
C1_00243.trc,35.81704052045107
C1_00244.trc,10.277947584676845
C1_00245.trc,11.373696016988228
C1_00246.trc,11.691238262233613
C1_00247.trc,4.230899031985183
C1_00248.trc,32.06813276705685
C1_00249.trc,21.354037183948737
C1_00250.trc,36.559166877456335
C1_00251.trc,13.06446162223006
C1_00252.trc,9.823860931103807
C1_00253.trc,8.26306202854272
C1_00254.trc,5.967511876717637
C1_00255.trc,5.702395089414694
C1_00256.trc,9.31595312442786
C1_00257.trc,3.717809083640138
C1_00258.trc,20.516627961020617
C1_00259.trc,19.067257799248285
C1_00260.trc,25.781682246317335
C1_00261.trc,12.031703173168667
C1_00262.trc,10.124259514311257
C1_00263.trc,35.179763874835444
C1_00264.trc,5.0836569900501445
C1_00265.trc,8.135287373655565
C1_00266.trc,8.929241444119164
C1_00267.trc,4.581928981032692
C1_00268.trc,8.850305315167704
C1_00269.trc,5.178142370398777
C1_00270.trc,3.904387399540429
C1_00271.trc,7.9229950494474775
C1_00272.trc,4.655882792885034
C1_00273.trc,4.65648060892331
C1_00274.trc,5.271431343500645
C1_00275.trc,4.922195319595794
C1_00276.trc,13.011039665090706
C1_00277.trc,7.0672470213583996
C1_00278.trc,4.983192113640835
C1_00279.trc,6.791366432759917
C1_00280.trc,4.963258289628643
C1_00281.trc,35.12076080665166
